"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS"
"93","Laviska Shenault Jr.",CAR,"at SEA","3 out of 5 stars","F","3.7"
"94","Brandon Johnson",DEN,"vs. KC","4 out of 5 stars","F","3.7"
"95","Robbie Anderson",ARI,"vs. NE","4 out of 5 stars","F","3.6"
"96","A.J. Green",ARI,"vs. NE","4 out of 5 stars","F","3.5"
"97","Trenton Irwin",CIN,"vs. CLE","4 out of 5 stars","F","3.2"
"98","Jalen Reagor",MIN,"at DET","2 out of 5 stars","F","2.9"
"99","Anthony Schwartz",CLE,"at CIN","3 out of 5 stars","F","2.7"
"100","Russell Gage",TB,"at SF","3 out of 5 stars","F","2.7"
"101","Kadarius Toney",KC,"at DEN","2 out of 5 stars","F","2.5"
"102","Montrell Washington",DEN,"vs. KC","4 out of 5 stars","F","2.5"
"103","Scotty Miller",TB,"at SF","3 out of 5 stars","F","2.5"
"104","River Cracraft",MIA,"at LAC","3 out of 5 stars","F","2.0"
"105","Cedrick Wilson Jr.",MIA,"at LAC","3 out of 5 stars","F","1.8"
"106","Michael Bandy",LAC,"vs. MIA","2 out of 5 stars","F","1.4"
"107","Shi Smith",CAR,"at SEA","3 out of 5 stars","F","1.2"
"108","Hunter Renfrow",LV,"at LAR","4 out of 5 stars","F","0.0"
"109","Ray-ray Mccloud",SF,"vs. TB","3 out of 5 stars","F","0.0"
"110","Lance Mccutcheon",LAR,"vs. LV","4 out of 5 stars","F","0.0"
"111","Austin Trammell",LAR,"vs. LV","4 out of 5 stars","F","0.0"
"112","Marcus Johnson",NYG,"vs. PHI","2 out of 5 stars","F","0.0"
"113","James Washington",DAL,"vs. HOU","3 out of 5 stars","F","0.0"
"114","Kenny Golladay",NYG,"vs. PHI","2 out of 5 stars","F","0.0"
"115","Tyrie Cleveland",DEN,"vs. KC","4 out of 5 stars","F","0.0"
"116","Gunner Olszewski",PIT,"vs. BAL","3 out of 5 stars","F","0.0"
"117","Cody Hollister",TEN,"vs. JAC","3 out of 5 stars","F","0.0"
"118","Kyle Philips",TEN,"vs. JAC","3 out of 5 stars","F","0.0"
"119","Lawrence Cager",NYG,"vs. PHI","2 out of 5 stars","F","0.0"
"120","Jalen Tolbert",DAL,"vs. HOU","3 out of 5 stars","F","0.0"
"121","Jalen Virgil",DEN,"vs. KC","4 out of 5 stars","F","0.0"
